repo_url,commit_sha,commit_message,potential_category,llm_model,llm_classification,llm_reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,8baaeb8c70a93682958d3c5a06564bbef34b106a,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the code by removing redundant comments, simplifying constructors, and improving the structure of the Trigger interface and its implementations. This reduces complexity and improves readability, addressing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,aaafc756e070585cc003704392978230174797c2,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit removes a large class (FixtureDef) with multiple properties and fluent API methods, suggesting a refactoring effort to reduce complexity and improve code structure. The removal of this class indicates a potential simplification of the codebase, aligning with HighComplexityDebt category.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,2f653237dc7ff4e46734bd449ca03579e7ccc9bf,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the Engine class by changing method visibility, removing redundant comments, and cleaning up TODO comments. These changes improve code structure and readability, reducing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,7cf2766c1f98a231da738ef4521ca77ebe963302,"refactor
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors test code by removing commented-out code, reorganizing imports, and simplifying test cases. This indicates a reduction in technical debt by cleaning up and streamlining the test structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/libre-tube/LibreTube.git,3647f1ed1cf094b30cddec1388253131fcecd0c7,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,The,changes,simplify,the,code,by,removing,redundant,checks,and,consolidating,logic.,The,removal,of,the,Build.VERSION.SDK_INT,check,and,the,elimination,of,the,setSimpleItems,method,in,BottomSheet,reduce,complexity,and,improve,code,maintainability.,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,144418434bd08b36f68cadb82d43b2e2a7858420,"Library search for source
",SecurityVulnerability,mistral-small3.2:latest,HighComplexityDebt,"The changes remove redundant code in SourceManager.kt and eliminate unnecessary dependency injection in LibraryItem.kt, simplifying the code structure and reducing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,144418434bd08b36f68cadb82d43b2e2a7858420,"Library search for source
",SecurityVulnerability,mistral-small3.2:latest,HighComplexityDebt,"The changes remove redundant code in SourceManager.kt and eliminate unnecessary dependency injection in LibraryItem.kt, simplifying the code structure and reducing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/libre-tube/LibreTube.git,9d469b16277d39522eee8630c30ec312ba99e907,"Simplify AudioHelper.
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes simplify the AudioHelper class by reducing complexity, improving variable initialization, and adding null safety checks. The refactoring includes better handling of the audioManager initialization and stream volume management, which reduces technical debt and improves code structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/VREMSoftwareDevelopment/WiFiAnalyzer.git,6555dcfa6d15bb110cab52b20e65305dbf720dd3,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes simplify the code by removing redundant imports and unnecessary variable declarations, reducing complexity and improving readability. The removal of unused imports and streamlined method calls indicate a cleanup aimed at reducing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,8cfc39b8507d52dd80d31a28ace8f17c683f8ead,"lint: fix IDE Lint

Handle 'KotlinCleanup'
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes involve refactoring test classes by replacing suppress warnings with a custom KotlinCleanup annotation, which indicates an effort to improve code structure and maintainability. The changes also include minor imports cleanup, suggesting a focus on reducing technical debt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/thunderbird/thunderbird-android.git,0f05520d3ff9bd73f820af222cd8d8bf1d9f4bea,"refactor(drawer): remove toArgb call
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the code to remove redundant toArgb calls, simplifying the color conversion logic and improving code consistency across components. This reduces technical debt by eliminating duplicate transformations and making the code more maintainable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/thunderbird/thunderbird-android.git,8f417132b35c9b70afe6cae3cd8d0449b3db9b51,"Cleanup remaining fakes
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors fake view models by adding proper state initialization and event handling, replacing empty implementations with functional ones. This reduces technical debt by making the fake implementations more realistic and usable in tests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,af441730053ec5020b15a3fd008798a6bac03ecb,"cleanup
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes simplify the logic by extracting the canMove() check into a separate method, reducing the complexity of the onUpdate method and improving code readability. The refactoring also removes redundant code and streamlines the control flow.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/Ehviewer-Overhauled/Ehviewer.git,53f2c7126b4999b9515dd53a8de91299d74d9471,"Add debug info for tracing resource leak
",SecurityVulnerability,mistral-small3.2:latest,ConcurrencySmell,"The changes introduce a non-cancellable coroutine to ensure proper cleanup of resources in the stop() method, addressing potential concurrency issues related to resource management.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/bitwarden/android.git,31311964d0e6cf2624cdc8fbfad4068c0a7d554b,"Cleanup minor lint warnings (#5081)

",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes simplify method calls by removing redundant parameters (dropAllTables = false) in database migration configurations and replace a complex color conversion with a direct ColorDrawable creation, reducing code complexity and improving readability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/bitwarden/android.git,31311964d0e6cf2624cdc8fbfad4068c0a7d554b,"Cleanup minor lint warnings (#5081)

",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes involve removing redundant parameters in method calls and simplifying imports, which are typical refactoring activities to reduce technical debt and improve code readability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/firebase/quickstart-android.git,fb1c8151a201ea7db67068c40b5ed33b95cf387d,"refactor(crash): implement viewBinding
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the code to use view binding, reducing the complexity of view interactions by eliminating the need for synthetic imports and improving type safety. The changes simplify the code structure and enhance maintainability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/KotatsuApp/Kotatsu.git,0015c5704a84daa28dd16e15fed84b7822203b50,"Fix ignoring external sources in global search
",SecurityVulnerability,mistral-small3.2:latest,HighComplexityDebt,"The commit simplifies the getEnabledSources method by removing redundant code that combined external and enabled sources, reducing complexity and improving readability. The changes eliminate unnecessary list operations and streamline the logic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/open-ani/animeko.git,d2646e18ae2d3f0a1a9a78090297dd5aa0f92ff1,"fix server commit storage
",StorageBloatSmell,mistral-small3.2:latest,HighComplexityDebt,"The commit simplifies the CommitManager class by removing redundant save function and streamlining the event flow handling, reducing complexity and improving code structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,f0e5c32adabb80844e3af5fa85f963f8ed76e60c,"refactor: commons compress improvements
",StorageBloatSmell,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the code to replace a functional-style iteration (forEach) with an imperative while loop, which improves readability and reduces complexity. The changes simplify the control flow and make the entry processing logic more explicit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/firebase/quickstart-android.git,0cd26cdf13ef3be4d6901286d5bca5dda571d9d8,"refactor(app-indexing): update to 19.2.0 (#1269)

",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The changes simplify the usage of FirebaseAppIndex and FirebaseUserActions by removing redundant context parameters, reducing unnecessary complexity and improving code readability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/iSoron/uhabits.git,248ba50a8eb04cbe04a349ba4e27221164330131,"Reformat source code
",SecurityVulnerability,mistral-small3.2:latest,None,The,changes,are,purely,formatting,adjustments,(indentation,and,spacing),without,addressing,any,code,smells,or,technical,debt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/kizitonwose/Calendar.git,0822247d56f0121d3ff1742bf754a0d38a1ecdc4,"Refactor HomeOptionsAdapter.
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors the HomeOptionsAdapter to ExamplesAdapter, improving code structure by renaming classes and view holders to more generic names (BaseObjectViewHolder), which reduces complexity and improves maintainability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/SimpleMobileTools/Simple-Gallery.git,4b104fc8d61458f408430b45dce74b71babc131d,"do not allow picking the source folder as the destination at copy/move
",SecurityVulnerability,mistral-small3.2:latest,SecurityVulnerability,"The commit removes a check that prevented the source folder from being selected as the destination, which could lead to data loss or unintended overwrites. This change potentially introduces a security vulnerability by allowing users to accidentally or intentionally overwrite the source files.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/AlmasB/FXGL.git,68d4912b6edf50277c5ae9f195dbc80c2e531b46,"refactored back exception handling
",HighComplexityDebt,mistral-small3.2:latest,HighComplexityDebt,"The commit refactors exception handling code, simplifying the dialog creation and removal of redundant code. The changes reduce complexity by eliminating duplicate dialog creation logic and streamlining the error handling process.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
